PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic	PE_HGVS	element_HGVS
chr5	128380145	128380173	PE_1_of_1_in_NM_001999.4_intron_53_0_chr5_128378891_r	NMD_in	FBN2	FBN2, CCA, EOMD	chr5	128378890	128392017	NM_001999.4_intron_53_0_chr5_128378891_r	612570	Macular degeneration, early-onset, 616118 (3), Autosomal dominant; Contractural arachnodactyly, congenital, 121050 (3), Autosomal dominant	NA	NA	NA	NC_000005.10:g.128380146_128380173	NC_000005.10:g.128378891_128392017
chr5	134693030	134693103	PE_1_of_1_in_NM_021982.3_intron_11_0_chr5_134692658_f	NMD_in	SEC24A	SEC24A	chr5	134692657	134693726	NM_021982.3_intron_11_0_chr5_134692658_f	607183	NA	NA	NA	NA	NC_000005.10:g.134693031_134693103	NC_000005.10:g.134692658_134693726
chr5	134789216	134789264	PE_1_of_2_in_NM_001300860.2_intron_11_0_chr5_134788592_f	NMD_in	DDX46	DDX46, PRP5, KIAA0801	chr5	134788591	134790469	NM_001300860.2_intron_11_0_chr5_134788592_f	617848	NA	NA	NA	NA	NC_000005.10:g.134789217_134789264	NC_000005.10:g.134788592_134790469
chr5	134790106	134790222	PE_2_of_2_in_NM_001300860.2_intron_11_0_chr5_134788592_f	NMD_in	DDX46	DDX46, PRP5, KIAA0801	chr5	134788591	134790469	NM_001300860.2_intron_11_0_chr5_134788592_f	617848	NA	NA	NA	NA	NC_000005.10:g.134790107_134790222	NC_000005.10:g.134788592_134790469
chr5	134905742	134905768	PE_1_of_1_in_NM_032151.5_intron_0_0_chr5_134905224_f	NMD_in	PCBD2	PCBD2, DCOH2, DCOHM	chr5	134905223	134910334	NM_032151.5_intron_0_0_chr5_134905224_f	609836	NA	NA	NA	NA	NC_000005.10:g.134905743_134905768	NC_000005.10:g.134905224_134910334
chr5	135350823	135350913	PE_1_of_1_in_NM_138610.3_intron_2_0_chr5_135346058_r	NMD_in	MACROH2A1	MACROH2A1, H2AFY, MH2A1	chr5	135346057	135352945	NM_138610.3_intron_2_0_chr5_135346058_r	610054	NA	NA	NA	NA	NC_000005.10:g.135350824_135350913	NC_000005.10:g.135346058_135352945
chr5	135359903	135359942	PE_1_of_1_in_NM_138610.3_intron_3_0_chr5_135353046_r	NMD_in	MACROH2A1	MACROH2A1, H2AFY, MH2A1	chr5	135353045	135360496	NM_138610.3_intron_3_0_chr5_135353046_r	610054	NA	NA	NA	NA	NC_000005.10:g.135359904_135359942	NC_000005.10:g.135353046_135360496
chr5	137961273	137961492	PE_1_of_1_in_NM_001385994.1_intron_12_0_chr5_137960215_r	NMD_in	FAM13B	FAM13B, C5orf5	chr5	137960214	137962404	NM_001385994.1_intron_12_0_chr5_137960215_r	609371	NA	NA	NA	NA	NC_000005.10:g.137961274_137961492	NC_000005.10:g.137960215_137962404
chr5	138157642	138157894	PE_1_of_1_in_NM_139199.2_intron_6_0_chr5_138152761_r	NMD_in	BRD8	BRD8, SMAP	chr5	138152760	138159554	NM_139199.2_intron_6_0_chr5_138152761_r	602848	NA	NA	NA	NA	NC_000005.10:g.138157643_138157894	NC_000005.10:g.138152761_138159554
chr5	138163587	138163643	PE_1_of_1_in_NM_139199.2_intron_12_0_chr5_138163345_r	NMD_in	BRD8	BRD8, SMAP	chr5	138163344	138164086	NM_139199.2_intron_12_0_chr5_138163345_r	602848	NA	NA	NA	NA	NC_000005.10:g.138163588_138163643	NC_000005.10:g.138163345_138164086
chr5	138439623	138439785	PE_1_of_1_in_NM_001271803.2_intron_0_0_chr5_138439241_f	NMD_in	REEP2	REEP2, C5orf19, SPG72	chr5	138439240	138441015	NM_001271803.2_intron_0_0_chr5_138439241_f	609347	?Spastic paraplegia 72, autosomal dominant, 615625 (3), Autosomal recessive, Autosomal dominant; ?Spastic paraplegia 72, autosomal recessive, 615625 (3), Autosomal recessive, Autosomal dominant	NA	NA	NA	NC_000005.10:g.138439624_138439785	NC_000005.10:g.138439241_138441015
chr5	139809951	139810141	PE_1_of_1_in_NM_032289.4_intron_1_0_chr5_139809812_f	NMD_in	PSD2	NA	chr5	139809811	139813308	NM_032289.4_intron_1_0_chr5_139809812_f	NA	NA	NA	NA	NA	NC_000005.10:g.139809952_139810141	NC_000005.10:g.139809812_139813308
chr5	140302633	140302753	PE_1_of_1_in_NM_002622.5_intron_2_0_chr5_140300583_r	NMD_in	PFDN1	PFDN1	chr5	140300582	140303040	NM_002622.5_intron_2_0_chr5_140300583_r	604897	NA	NA	NA	NA	NC_000005.10:g.140302634_140302753	NC_000005.10:g.140300583_140303040
chr5	140484891	140484959	PE_1_of_1_in_NM_017747.3_intron_10_0_chr5_140482668_f	NMD_in	ANKHD1	ANKHD1, MASK, KIAA1085, VBARP	chr5	140482667	140485120	NM_017747.3_intron_10_0_chr5_140482668_f	610500	NA	NA	NA	NA	NC_000005.10:g.140484892_140484959	NC_000005.10:g.140482668_140485120
chr5	140700593	140700724	PE_1_of_1_in_NM_144723.3_intron_0_0_chr5_140700479_f	NMD_in	ZMAT2	NA	chr5	140700478	140700818	NM_144723.3_intron_0_0_chr5_140700479_f	NA	NA	NA	NA	NA	NC_000005.10:g.140700594_140700724	NC_000005.10:g.140700479_140700818
chr5	141628399	141628465	PE_1_of_1_in_NM_003883.4_intron_6_0_chr5_141628188_r	NMD_in	HDAC3	HDAC3	chr5	141628187	141628558	NM_003883.4_intron_6_0_chr5_141628188_r	605166	NA	NA	NA	NA	NC_000005.10:g.141628400_141628465	NC_000005.10:g.141628188_141628558
chr5	142134801	142134906	PE_1_of_1_in_NM_030571.4_intron_2_0_chr5_142132343_f	NMD_in	NDFIP1	NDFIP1, N4WBP5	chr5	142132342	142135729	NM_030571.4_intron_2_0_chr5_142132343_f	612050	NA	NA	NA	NA	NC_000005.10:g.142134802_142134906	NC_000005.10:g.142132343_142135729
chr5	145819379	145819406	PE_1_of_1_in_NM_205846.3_intron_3_0_chr5_145818055_r	NMD_in	PRELID2	NA	chr5	145818054	145819944	NM_205846.3_intron_3_0_chr5_145818055_r	NA	NA	NA	NA	NA	NC_000005.10:g.145819380_145819406	NC_000005.10:g.145818055_145819944
chr5	146483007	146483028	PE_1_of_1_in_NM_001382548.1_intron_13_0_chr5_146482728_f	NMD_in	TCERG1	TCERG1, TAF2S, CA150	chr5	146482727	146483539	NM_001382548.1_intron_13_0_chr5_146482728_f	605409	NA	NA	NA	NA	NC_000005.10:g.146483008_146483028	NC_000005.10:g.146482728_146483539
chr5	146507633	146507778	PE_1_of_1_in_NM_001382548.1_intron_19_0_chr5_146507208_f	NMD_in	TCERG1	TCERG1, TAF2S, CA150	chr5	146507207	146507872	NM_001382548.1_intron_19_0_chr5_146507208_f	605409	NA	NA	NA	NA	NC_000005.10:g.146507634_146507778	NC_000005.10:g.146507208_146507872
chr5	146510067	146510160	PE_1_of_1_in_NM_001382548.1_intron_21_0_chr5_146509246_f	NMD_in	TCERG1	TCERG1, TAF2S, CA150	chr5	146509245	146510440	NM_001382548.1_intron_21_0_chr5_146509246_f	605409	NA	NA	NA	NA	NC_000005.10:g.146510068_146510160	NC_000005.10:g.146509246_146510440
chr5	148415240	148415386	PE_1_of_1_in_NM_205836.3_intron_9_0_chr5_148414307_f	NMD_in	FBXO38	FBXO38, FBX38, MOKA, HMN2D	chr5	148414306	148415927	NM_205836.3_intron_9_0_chr5_148414307_f	608533	Neuronopathy, distal hereditary motor, type IID, 615575 (3), Autosomal dominant	NA	NA	NA	NC_000005.10:g.148415241_148415386	NC_000005.10:g.148414307_148415927
chr5	149362966	149363015	PE_1_of_1_in_NM_024028.4_intron_1_0_chr5_149362844_f	NMD_in	PCYOX1L	NA	chr5	149362843	149364035	NM_024028.4_intron_1_0_chr5_149362844_f	NA	NA	NA	NA	NA	NC_000005.10:g.149362967_149363015	NC_000005.10:g.149362844_149364035
chr5	150202001	150202169	PE_1_of_1_in_NM_014228.5_intron_5_0_chr5_150201224_f	NMD_in	SLC6A7	SLC6A7, PROT	chr5	150201223	150202346	NM_014228.5_intron_5_0_chr5_150201224_f	606205	NA	NA	NA	NA	NC_000005.10:g.150202002_150202169	NC_000005.10:g.150201224_150202346
chr5	150224108	150224195	PE_1_of_1_in_NM_015981.4_intron_1_0_chr5_150223218_r	NMD_in	CAMK2A	CAMK2A, KIAA0968, CAMKA, MRD53, MRT63	chr5	150223217	150228191	NM_015981.4_intron_1_0_chr5_150223218_r	114078	Intellectual developmental disorder, autosomal dominant 53, 617798 (3), Autosomal dominant; ?Intellectual developmental disorder, autosomal recessive 63, 618095 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	1	NC_000005.10:g.150224109_150224195	NC_000005.10:g.150223218_150228191
chr5	150717236	150717870	PE_1_of_1_in_NM_016221.4_intron_1_0_chr5_150715663_r	NMD_in	DCTN4	DCTN4, P62, DYN4	chr5	150715662	150718275	NM_016221.4_intron_1_0_chr5_150715663_r	614758	NA	NA	NA	NA	NC_000005.10:g.150717237_150717870	NC_000005.10:g.150715663_150718275
chr5	151745332	151745449	PE_1_of_1_in_NM_004045.4_intron_0_0_chr5_151742960_r	NMD_in	ATOX1	ATOX1, HAH1	chr5	151742959	151746278	NM_004045.4_intron_0_0_chr5_151742960_r	602270	NA	NA	NA	NA	NC_000005.10:g.151745333_151745449	NC_000005.10:g.151742960_151746278
chr5	159098225	159098349	PE_1_of_1_in_NM_024007.5_intron_14_0_chr5_159097131_r	NMD_in	EBF1	EBF, OLF1	chr5	159097130	159099344	NM_024007.5_intron_14_0_chr5_159097131_r	164343	NA	NA	NA	NA	NC_000005.10:g.159098226_159098349	NC_000005.10:g.159097131_159099344
chr5	160116688	160117924	PE_1_of_1_in_NM_001130864.2_intron_0_0_chr5_160094066_r	NMD_in	PWWP2A	PWWP2A	chr5	160094065	160118804	NM_001130864.2_intron_0_0_chr5_160094066_r	617823	NA	NA	NA	NA	NC_000005.10:g.160116689_160117924	NC_000005.10:g.160094066_160118804
chr5	168563186	168563233	PE_1_of_1_in_NM_024594.4_intron_2_0_chr5_168561517_r	NMD_in	PANK3	PANK3	chr5	168561516	168563888	NM_024594.4_intron_2_0_chr5_168561517_r	606161	NA	NA	NA	NA	NC_000005.10:g.168563187_168563233	NC_000005.10:g.168561517_168563888
chr5	168578836	168579018	PE_1_of_1_in_NM_024594.4_intron_5_0_chr5_168568999_r	NMD_in	PANK3	PANK3	chr5	168568998	168579255	NM_024594.4_intron_5_0_chr5_168568999_r	606161	NA	NA	NA	NA	NC_000005.10:g.168578837_168579018	NC_000005.10:g.168568999_168579255
chr5	170641461	170641533	PE_1_of_1_in_NM_014592.4_intron_0_0_chr5_170504634_f	NMD_in	KCNIP1	KCNIP1, KCHIP1	chr5	170504633	170718757	NM_014592.4_intron_0_0_chr5_170504634_f	604660	NA	NA	NA	NA	NC_000005.10:g.170641462_170641533	NC_000005.10:g.170504634_170718757
chr5	171028871	171028988	PE_1_of_1_in_NM_022897.5_intron_13_0_chr5_170968378_f	NMD_in	RANBP17	RANBP17	chr5	170968377	171170129	NM_022897.5_intron_13_0_chr5_170968378_f	606141	NA	Rare Single Gene Mutation	2	0	NC_000005.10:g.171028872_171028988	NC_000005.10:g.170968378_171170129
chr5	171898214	171898298	PE_1_of_1_in_NM_001378974.1_intron_7_0_chr5_171891605_r	NMD_in	FBXW11	FBXW11, FBXW1B, BTRC2, BTRCP2, NEDJED	chr5	171891604	171899003	NM_001378974.1_intron_7_0_chr5_171891605_r	605651	Neurodevelopmental, jaw, eye, and digital syndrome, 618914 (3), Autosomal dominant	NA	NA	NA	NC_000005.10:g.171898215_171898298	NC_000005.10:g.171891605_171899003
chr5	171907369	171907626	PE_1_of_1_in_NM_001378974.1_intron_9_0_chr5_171900101_r	NMD_in	FBXW11	FBXW11, FBXW1B, BTRC2, BTRCP2, NEDJED	chr5	171900100	171910571	NM_001378974.1_intron_9_0_chr5_171900101_r	605651	Neurodevelopmental, jaw, eye, and digital syndrome, 618914 (3), Autosomal dominant	NA	NA	NA	NC_000005.10:g.171907370_171907626	NC_000005.10:g.171900101_171910571
chr5	171996889	171997050	PE_1_of_1_in_NM_001378974.1_intron_12_0_chr5_171957699_r	NMD_in	FBXW11	FBXW11, FBXW1B, BTRC2, BTRCP2, NEDJED	chr5	171957698	172006457	NM_001378974.1_intron_12_0_chr5_171957699_r	605651	Neurodevelopmental, jaw, eye, and digital syndrome, 618914 (3), Autosomal dominant	NA	NA	NA	NC_000005.10:g.171996890_171997050	NC_000005.10:g.171957699_172006457
chr5	172419005	172419139	PE_1_of_1_in_NM_001017995.3_intron_10_0_chr5_172406353_r	NMD_in	SH3PXD2B	SH3PXD2B, TKS4, KIAA1295, FTHS	chr5	172406352	172422415	NM_001017995.3_intron_10_0_chr5_172406353_r	613293	Frank-ter Haar syndrome, 249420 (3), Autosomal recessive	NA	NA	NA	NC_000005.10:g.172419006_172419139	NC_000005.10:g.172406353_172422415
chr5	172920595	172920696	PE_1_of_1_in_NM_001031711.3_intron_4_0_chr5_172914839_f	NMD_in	ERGIC1	ERGIC1, ERGIC32, KIAA1181, AMC2	chr5	172914838	172924004	NM_001031711.3_intron_4_0_chr5_172914839_f	617946	?Arthrogryposis multiplex congenita 2, neurogenic type, 208100 (3), Autosomal recessive	NA	NA	NA	NC_000005.10:g.172920596_172920696	NC_000005.10:g.172914839_172924004
chr5	173018664	173018775	PE_1_of_1_in_NM_003945.4_intron_1_0_chr5_172994823_f	NMD_in	ATP6V0E1	ATP6V0E1, ATP6H	chr5	172994822	173020237	NM_003945.4_intron_1_0_chr5_172994823_f	603931	NA	NA	NA	NA	NC_000005.10:g.173018665_173018775	NC_000005.10:g.172994823_173020237
chr5	175521000	175521019	PE_1_of_1_in_NM_022754.7_intron_7_0_chr5_175516664_f	NMD_in	SFXN1	SFXN1	chr5	175516663	175521918	NM_022754.7_intron_7_0_chr5_175516664_f	615569	NA	NA	NA	NA	NC_000005.10:g.175521001_175521019	NC_000005.10:g.175516664_175521918
chr5	176369184	176369392	PE_1_of_1_in_NM_173664.6_intron_2_0_chr5_176368983_f	NMD_in	ARL10	NA	chr5	176368982	176371721	NM_173664.6_intron_2_0_chr5_176368983_f	NA	NA	NA	NA	NA	NC_000005.10:g.176369185_176369392	NC_000005.10:g.176368983_176371721
chr5	177247924	177248079	PE_1_of_1_in_NM_022455.5_intron_9_0_chr5_177246797_f	NMD_in	NSD1	NSD1, ARA267, STO, SOTOS	chr5	177246796	177248180	NM_022455.5_intron_9_0_chr5_177246797_f	606681	Sotos syndrome, 117550 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0	NC_000005.10:g.177247925_177248079	NC_000005.10:g.177246797_177248180
chr5	177459986	177460081	PE_1_of_1_in_NM_001363541.2_intron_4_0_chr5_177459741_r	NMD_in	DBN1	DBN1	chr5	177459740	177460431	NM_001363541.2_intron_4_0_chr5_177459741_r	126660	NA	NA	NA	NA	NC_000005.10:g.177459987_177460081	NC_000005.10:g.177459741_177460431
chr5	177491404	177491420	PE_1_of_1_in_NM_005451.5_intron_7_0_chr5_177491147_r	NMD_in	PDLIM7	PDLIM7, ENIGMA	chr5	177491146	177491806	NM_005451.5_intron_7_0_chr5_177491147_r	605903	NA	NA	NA	NA	NC_000005.10:g.177491405_177491420	NC_000005.10:g.177491147_177491806
chr5	177532156	177532200	PE_1_of_1_in_NM_001190946.3_intron_3_0_chr5_177525206_r	NMD_in	FAM193B	FAM193B, IRIZIO, KIAA1931	chr5	177525205	177532442	NM_001190946.3_intron_3_0_chr5_177525206_r	615813	NA	NA	NA	NA	NC_000005.10:g.177532157_177532200	NC_000005.10:g.177525206_177532442
chr5	178622392	178622458	PE_1_of_1_in_NM_020666.3_intron_10_0_chr5_178618779_r	NMD_in	CLK4	CLK4	chr5	178618778	178623255	NM_020666.3_intron_10_0_chr5_178618779_r	607969	NA	NA	NA	NA	NC_000005.10:g.178622393_178622458	NC_000005.10:g.178618779_178623255
chr5	178942918	178943060	PE_1_of_1_in_NM_001178089.3_intron_1_0_chr5_178942825_f	NMD_in	ZNF454	NA	chr5	178942824	178946358	NM_001178089.3_intron_1_0_chr5_178942825_f	NA	NA	NA	NA	NA	NC_000005.10:g.178942919_178943060	NC_000005.10:g.178942825_178946358
chr5	179076926	179076996	PE_1_of_1_in_NM_014594.3_intron_2_0_chr5_179076572_f	NMD_in	ZNF354C	ZNF354C, KID3	chr5	179076571	179077070	NM_014594.3_intron_2_0_chr5_179076572_f	619511	NA	NA	NA	NA	NC_000005.10:g.179076927_179076996	NC_000005.10:g.179076572_179077070
chr5	179586330	179586474	PE_1_of_1_in_NM_025158.5_intron_7_0_chr5_179585866_f	NMD_in	RUFY1	RUFY1	chr5	179585865	179589545	NM_025158.5_intron_7_0_chr5_179585866_f	610327	NA	NA	NA	NA	NC_000005.10:g.179586331_179586474	NC_000005.10:g.179585866_179589545
chr5	179603386	179603478	PE_1_of_1_in_NM_025158.5_intron_14_0_chr5_179601987_f	NMD_in	RUFY1	RUFY1	chr5	179601986	179605875	NM_025158.5_intron_14_0_chr5_179601987_f	610327	NA	NA	NA	NA	NC_000005.10:g.179603387_179603478	NC_000005.10:g.179601987_179605875
chr5	180247662	180247727	PE_1_of_1_in_NM_002752.5_intron_5_0_chr5_180247511_r	NMD_in	MAPK9	MAPK9, PRKM9, JNK2	chr5	180247510	180248972	NM_002752.5_intron_5_0_chr5_180247511_r	602896	NA	NA	NA	NA	NC_000005.10:g.180247663_180247727	NC_000005.10:g.180247511_180248972
chr5	180279795	180280035	PE_1_of_1_in_NM_002752.5_intron_9_0_chr5_180269410_r	NMD_in	MAPK9	MAPK9, PRKM9, JNK2	chr5	180269409	180280439	NM_002752.5_intron_9_0_chr5_180269410_r	602896	NA	NA	NA	NA	NC_000005.10:g.180279796_180280035	NC_000005.10:g.180269410_180280439
chr6	3082547	3082660	PE_1_of_1_in_NM_001354930.2_intron_3_0_chr6_3081117_f	NMD_in	RIPK1	RIPK1, RIP1, RIP, IMD57, AIEFL	chr6	3081116	3083084	NM_001354930.2_intron_3_0_chr6_3081117_f	603453	Immunodeficiency 57 with autoinflammation, 618108 (3), Autosomal recessive; Autoinflammation with episodic fever and lymphadenopathy, 618852 (3), Autosomal dominant	NA	NA	NA	NC_000006.12:g.3082548_3082660	NC_000006.12:g.3081117_3083084
chr6	3156842	3156895	PE_1_of_1_in_NM_001069.3_intron_2_0_chr6_3156153_r	NMD_in	TUBB2A	TUBB2A, CDCBM5	chr6	3156152	3157406	NM_001069.3_intron_2_0_chr6_3156153_r	615101	Cortical dysplasia, complex, with other brain malformations 5, 615763 (3), Autosomal dominant	NA	NA	NA	NC_000006.12:g.3156843_3156895	NC_000006.12:g.3156153_3157406
chr6	3412669	3412884	PE_1_of_1_in_NM_015482.2_intron_7_0_chr6_3410343_r	NMD_in	SLC22A23	SLC22A23, C6orf85	chr6	3410342	3415751	NM_015482.2_intron_7_0_chr6_3410343_r	611697	NA	NA	NA	NA	NC_000006.12:g.3412670_3412884	NC_000006.12:g.3410343_3415751
chr6	4056527	4056688	PE_1_of_1_in_NM_003913.5_intron_11_0_chr6_4056436_f	NMD_in	PRPF4B	PRPF4B, PRP4	chr6	4056435	4057035	NM_003913.5_intron_11_0_chr6_4056436_f	602338	NA	NA	NA	NA	NC_000006.12:g.4056528_4056688	NC_000006.12:g.4056436_4057035
chr6	8082886	8083136	PE_1_of_1_in_NM_004280.5_intron_0_0_chr6_8080031_r	NMD_in	EEF1E1	EEF1E1	chr6	8080030	8090185	NM_004280.5_intron_0_0_chr6_8080031_r	609206	NA	NA	NA	NA	NC_000006.12:g.8082887_8083136	NC_000006.12:g.8080031_8090185
chr6	13432071	13432532	PE_1_of_1_in_NM_018988.4_intron_0_0_chr6_13365663_r	NMD_in	GFOD1	NA	chr6	13365662	13486637	NM_018988.4_intron_0_0_chr6_13365663_r	NA	NA	NA	NA	NA	NC_000006.12:g.13432072_13432532	NC_000006.12:g.13365663_13486637
chr6	13655554	13655673	PE_1_of_1_in_NM_005493.3_intron_9_0_chr6_13652682_r	NMD_in	RANBP9	RANBP9, RANBPM	chr6	13652681	13657108	NM_005493.3_intron_9_0_chr6_13652682_r	603854	NA	NA	NA	NA	NC_000006.12:g.13655555_13655673	NC_000006.12:g.13652682_13657108
chr6	15585824	15585971	PE_1_of_1_in_NM_032122.5_intron_2_0_chr6_15533396_r	NMD_in	DTNBP1	DTNBP1, HPS7	chr6	15533395	15593058	NM_032122.5_intron_2_0_chr6_15533396_r	607145	Hermansky-Pudlak syndrome 7, 614076 (3), Autosomal recessive	NA	NA	NA	NC_000006.12:g.15585825_15585971	NC_000006.12:g.15533396_15593058
chr6	17285053	17285165	PE_1_of_1_in_NM_001143942.2_intron_2_0_chr6_17284712_f	NMD_in	RBM24	RBM24, RNPC6	chr6	17284711	17291755	NM_001143942.2_intron_2_0_chr6_17284712_f	617603	NA	NA	NA	NA	NC_000006.12:g.17285054_17285165	NC_000006.12:g.17284712_17291755
chr6	17660869	17660902	PE_1_of_1_in_NM_005124.4_intron_10_0_chr6_17649301_r	NMD_in	NUP153	NUP153	chr6	17649300	17661652	NM_005124.4_intron_10_0_chr6_17649301_r	603948	NA	NA	NA	NA	NC_000006.12:g.17660870_17660902	NC_000006.12:g.17649301_17661652
chr6	17705460	17705555	PE_1_of_1_in_NM_005124.4_intron_20_0_chr6_17688619_r	NMD_in	NUP153	NUP153	chr6	17688618	17706276	NM_005124.4_intron_20_0_chr6_17688619_r	603948	NA	NA	NA	NA	NC_000006.12:g.17705461_17705555	NC_000006.12:g.17688619_17706276
chr6	18244508	18244603	PE_1_of_1_in_NM_003472.4_intron_3_0_chr6_18237517_r	NMD_in	DEK	DEK, D6S231E	chr6	18237516	18249650	NM_003472.4_intron_3_0_chr6_18237517_r	125264	Leukemia, acute nonlymphocytic, 125264 (2)	NA	NA	NA	NC_000006.12:g.18244509_18244603	NC_000006.12:g.18237517_18249650
chr6	24452253	24452446	PE_1_of_1_in_NM_001503.4_intron_10_0_chr6_24449900_r	NMD_in	GPLD1	GPLD1, PIGPLD, GPIPLD	chr6	24449899	24454014	NM_001503.4_intron_10_0_chr6_24449900_r	602515	NA	NA	NA	NA	NC_000006.12:g.24452254_24452446	NC_000006.12:g.24449900_24454014
chr6	24910519	24910672	PE_1_of_1_in_NM_001286445.3_intron_20_0_chr6_24875818_r	NMD_in	RIPOR2	RIPOR2, FAM65B, C6orf32, KIAA0386, PL48, DFNB104, DFNA21	chr6	24875817	24935837	NM_001286445.3_intron_20_0_chr6_24875818_r	611410	Deafness, autosomal dominant 21, 607017 (3), Autosomal dominant; ?Deafness, autosomal recessive 104, 616515 (3), Autosomal recessive	NA	NA	NA	NC_000006.12:g.24910520_24910672	NC_000006.12:g.24875818_24935837
chr6	30330495	30330615	PE_1_of_1_in_NM_001369521.2_intron_2_0_chr6_30329771_f	NMD_in	TRIM39	TRIM39, RNF23, TFP	chr6	30329770	30330780	NM_001369521.2_intron_2_0_chr6_30329771_f	605700	NA	NA	NA	NA	NC_000006.12:g.30330496_30330615	NC_000006.12:g.30329771_30330780
chr6	30641787	30641869	PE_1_of_1_in_NM_001031722.4_intron_7_0_chr6_30640604_f	NMD_in	ATAT1	ATAT1, MEC17, C6orf134	chr6	30640603	30642175	NM_001031722.4_intron_7_0_chr6_30640604_f	615556	NA	NA	NA	NA	NC_000006.12:g.30641788_30641869	NC_000006.12:g.30640604_30642175
chr6	30720856	30721124	PE_1_of_1_in_NM_178014.4_intron_0_0_chr6_30720564_f	NMD_in	TUBB	TUBB, TUBB5, M40, CDCBM6, CSCSC1	chr6	30720563	30722536	NM_178014.4_intron_0_0_chr6_30720564_f	191130	Symmetric circumferential skin creases, congenital, 1, 156610 (3), Autosomal dominant; Cortical dysplasia, complex, with other brain malformations 6, 615771 (3), Autosomal dominant	NA	NA	NA	NC_000006.12:g.30720857_30721124	NC_000006.12:g.30720564_30722536
chr6	30895853	30895928	PE_1_of_1_in_NM_001297654.2_intron_11_0_chr6_30895515_f	NMD_in	DDR1	NEP, EDDR1, NTRK4, TRKE	chr6	30895514	30896620	NM_001297654.2_intron_11_0_chr6_30895515_f	600408	NA	NA	NA	NA	NC_000006.12:g.30895854_30895928	NC_000006.12:g.30895515_30896620
chr6	31154210	31154306	PE_1_of_1_in_NM_001105564.2_intron_13_0_chr6_31151123_r	NMD_in	CCHCR1	CCHCR1, HCR, C6orf18	chr6	31151122	31154495	NM_001105564.2_intron_13_0_chr6_31151123_r	605310	NA	NA	NA	NA	NC_000006.12:g.31154211_31154306	NC_000006.12:g.31151123_31154495
chr6	31534631	31534853	PE_1_of_1_in_NM_004640.7_intron_4_0_chr6_31532912_r	NMD_in	DDX39B	DDX39B, BAT1, D6S81E	chr6	31532911	31535366	NM_004640.7_intron_4_0_chr6_31532912_r	142560	NA	NA	NA	NA	NC_000006.12:g.31534632_31534853	NC_000006.12:g.31532912_31535366
chr6	31536170	31536331	PE_1_of_1_in_NM_004640.7_intron_5_0_chr6_31535486_r	NMD_in	DDX39B	DDX39B, BAT1, D6S81E	chr6	31535485	31536499	NM_004640.7_intron_5_0_chr6_31535486_r	142560	NA	NA	NA	NA	NC_000006.12:g.31536171_31536331	NC_000006.12:g.31535486_31536499
chr6	32189192	32189343	PE_1_of_1_in_NM_002586.5_intron_7_0_chr6_32188797_r	NMD_in	PBX2	PBX2, HOX12, G17	chr6	32188796	32189694	NM_002586.5_intron_7_0_chr6_32188797_r	176311	NA	NA	NA	NA	NC_000006.12:g.32189193_32189343	NC_000006.12:g.32188797_32189694
chr6	32975020	32975111	PE_1_of_1_in_NM_005104.4_intron_2_0_chr6_32974766_f	NMD_in	BRD2	BRD2, RING3, FSRG1	chr6	32974765	32975383	NM_005104.4_intron_2_0_chr6_32974766_f	601540	NA	NA	NA	NA	NC_000006.12:g.32975021_32975111	NC_000006.12:g.32974766_32975383
chr6	33448789	33448868	PE_1_of_1_in_NM_006772.3_intron_17_0_chr6_33447934_f	NMD_in	SYNGAP1	SYNGAP1, MRD5	chr6	33447933	33451759	NM_006772.3_intron_17_0_chr6_33447934_f	603384	Intellectual developmental disorder, autosomal dominant 5, 612621 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0	NC_000006.12:g.33448790_33448868	NC_000006.12:g.33447934_33451759
chr6	33574506	33574525	PE_1_of_1_in_NM_001188.4_intron_1_0_chr6_33574215_r	NMD_in	BAK1	BAK1	chr6	33574214	33575297	NM_001188.4_intron_1_0_chr6_33574215_r	600516	NA	NA	NA	NA	NC_000006.12:g.33574507_33574525	NC_000006.12:g.33574215_33575297
chr6	34391617	34391806	PE_1_of_1_in_NM_006703.4_intron_3_0_chr6_34341973_r	NMD_in	NUDT3	NUDT3, DIPP, DIPP1	chr6	34341972	34392263	NM_006703.4_intron_3_0_chr6_34341973_r	609228	NA	NA	NA	NA	NC_000006.12:g.34391618_34391806	NC_000006.12:g.34341973_34392263
